"Aoryzae";"cluster"
"AO090102000229";"cluster_10687"
"AO090012000787";"cluster_10630"
"AO090010000683";"cluster_8079"
"AO090023000067";"cluster_8079"
"AO090103000370";"cluster_10633"
"AO090010000067";"cluster_10633"
"AO090010000012";"cluster_10633"
"AO090102000040";"cluster_10689"
"AO090023000266";"cluster_10689"
"AO090113000158";"cluster_10533"
"AO090102000076";"cluster_9943"
"AO090010000074";"cluster_10518"
"AO090023000347";"cluster_10518"
"AO090010000740";"cluster_10202"
"AO090001000411";"cluster_9103"
"AO090009000443";"cluster_10708"
"AO090023000363";"cluster_10695"
"AO090026000278";"cluster_9762"
"AO090120000231";"cluster_10718"
"AO090113000063";"cluster_9408"
"AO090012000235";"cluster_10723"
"AO090001000566";"cluster_10720"
"AO090102000316";"cluster_10719"
"AO090012000196";"cluster_10725"
"AO090038000434";"cluster_10576"
"AO090026000428";"cluster_10735"
"AO090005001295";"cluster_10636"
"AO090012000365";"cluster_10066"
"AO090026000139";"cluster_10748"
"AO090012000208";"cluster_10694"
"AO090003001492";"cluster_10746"
"AO090120000033";"cluster_10751"
"AO090138000046";"cluster_10650"
"AO090138000010";"cluster_10650"
"AO090003000916";"cluster_9741"
"AO090120000504";"cluster_10747"
"AO090102000345";"cluster_9824"
"AO090009000430";"cluster_10307"
"AO090023000716";"cluster_10625"
"AO090012000802";"cluster_10779"
"AO090701000169";"cluster_10306"
"AO090026000715";"cluster_10580"
"AO090026000333";"cluster_9327"
"AO090010000635";"cluster_10784"
"AO090012000753";"cluster_10590"
"AO090005000447";"cluster_10787"
"AO090701000254";"cluster_10789"
"AO090009000669";"cluster_10796"
"AO090103000125";"cluster_10770"
"AO090120000002";"cluster_10770"
"AO090003000332";"cluster_10795"
"AO090103000435";"cluster_10680"
"AO090023000153";"cluster_10680"
"AO090005000573";"cluster_10785"
"AO090120000247";"cluster_8841"
"AO090026000645";"cluster_8481"
"AO090001000489";"cluster_9991"
"AO090011000385";"cluster_10800"
"AO090023000297";"cluster_10756"
"AO090010000612";"cluster_10793"
"AO090023000221";"cluster_9786"
"AO090023000964";"cluster_10806"
"AO090011000095";"cluster_10740"
"AO090005000560";"cluster_10349"
"AO090103000096";"cluster_10821"
"AO090038000262";"cluster_10436"
"AO090120000294";"cluster_10788"
"AO090012000608";"cluster_10841"
"AO090026000736";"cluster_10849"
"AO090038000058";"cluster_10837"
"AO090010000134";"cluster_10853"
"AO090020000027";"cluster_10790"
"AO090011000825";"cluster_10123"
"AO090138000089";"cluster_10123"
"AO090113000113";"cluster_10858"
"AO090005000284";"cluster_9058"
"AO090005001406";"cluster_9624"
"AO090206000033";"cluster_5152"
"AO090005000159";"cluster_10647"
"AO090020000177";"cluster_10854"
"AO090102000588";"cluster_10863"
"AO090011000329";"cluster_10875"
"AO090011000203";"cluster_10875"
"AO090701000664";"cluster_10532"
"AO090701000520";"cluster_10848"
"AO090103000286";"cluster_10848"
"AO090020000590";"cluster_10848"
"AO090138000198";"cluster_9555"
"AO090113000193";"cluster_9555"
"AO090026000525";"cluster_9555"
"AO090701000333";"cluster_10873"
"AO090009000493";"cluster_9826"
"AO090038000311";"cluster_10898"
"AO090026000443";"cluster_9900"
"AO090010000071";"cluster_9649"
"AO090005001206";"cluster_9372"
"AO090120000039";"cluster_10628"
"AO090003001106";"cluster_9207"
"AO090003000774";"cluster_10865"
"AO090003000833";"cluster_10759"
"AO090701000693";"cluster_10910"
"AO090011000414";"cluster_10917"
"AO090003001322";"cluster_10917"
"AO090020000428";"cluster_9933"
"AO090010000358";"cluster_10930"
"AO090010000315";"cluster_10938"
"AO090102000258";"cluster_10936"
"AO090038000570";"cluster_10940"
"AO090011000267";"cluster_9258"
"AO090001000747";"cluster_10929"
"AO090001000242";"cluster_10928"
"AO090010000712";"cluster_10928"
"AO090120000264";"cluster_10926"
"AO090003000141";"cluster_8964"
"AO090012000155";"cluster_10411"
"AO090005000132";"cluster_9531"
"AO090009000644";"cluster_10960"
"AO090023000508";"cluster_10964"
"AO090005000666";"cluster_10958"
"AO090102000517";"cluster_10968"
"AO090003001087";"cluster_9693"
"AO090026000082";"cluster_10730"
"AO090009000538";"cluster_9677"
"AO090023000940";"cluster_10975"
"AO090102000130";"cluster_10971"
"AO090038000356";"cluster_10979"
"AO090020000116";"cluster_10966"
"AO090003000948";"cluster_10970"
"AO090020000594";"cluster_10847"
"AO090026000646";"cluster_10946"
"AO090011000055";"cluster_10834"
"AO090003000752";"cluster_10998"
"AO090120000120";"cluster_11000"
"AO090120000121";"cluster_11000"
"AO090023000252";"cluster_10999"
"AO090009000305";"cluster_3513"
"AO090003001373";"cluster_3513"
"AO090023000924";"cluster_3513"
"AO090010000538";"cluster_3513"
"AO090003000852";"cluster_11008"
"AO090003000090";"cluster_11004"
"AO090005001449";"cluster_11006"
"AO090001000510";"cluster_9158"
"AO090103000429";"cluster_10887"
"AO090003000447";"cluster_10944"
"AO090001000255";"cluster_11030"
"AO090003001180";"cluster_10681"
"AO090005000616";"cluster_11037"
"AO090026000727";"cluster_11032"
"AO090009000218";"cluster_10922"
"AO090001000614";"cluster_10741"
"AO090023000388";"cluster_8664"
"AO090010000361";"cluster_8664"
"AO090003000548";"cluster_11031"
"AO090701000283";"cluster_11045"
"AO090005001421";"cluster_11038"
"AO090005001023";"cluster_11029"
"AO090003000711";"cluster_11027"
"AO090003001145";"cluster_11041"
"AO090701000824";"cluster_10768"
"AO090005001489";"cluster_11050"
"AO090001000675";"cluster_10661"
"AO090003000603";"cluster_10260"
"AO090011000607";"cluster_11062"
"AO090103000151";"cluster_10199"
"AO090012000205";"cluster_10199"
"AO090011000752";"cluster_11054"
"AO090011000421";"cluster_11061"
"AO090103000492";"cluster_9437"
"AO090124000003";"cluster_11073"
"AO090011000818";"cluster_11078"
"AO090023000869";"cluster_11065"
"AO090010000280";"cluster_11076"
"AO090010000253";"cluster_11076"
"AO090701000340";"cluster_11070"
"AO090701000339";"cluster_11070"
"AO090003001376";"cluster_11058"
"AO090020000520";"cluster_9913"
"AO090011000716";"cluster_11093"
"AO090026000695";"cluster_9631"
"AO090003001226";"cluster_11094"
"AO090701000050";"cluster_10504"
"AO090020000595";"cluster_10640"
"AO090701000885";"cluster_11096"
"AO090023000652";"cluster_11082"
"AO090103000088";"cluster_9228"
"AO090701000678";"cluster_10884"
"AO090010000775";"cluster_8208"
"AO090001000344";"cluster_11115"
"AO090023000733";"cluster_11033"
"AO090005000292";"cluster_10407"
"AO090102000464";"cluster_11126"
"AO090012000749";"cluster_11124"
"AO090120000053";"cluster_10548"
"AO090005001192";"cluster_10548"
"AO090010000540";"cluster_10714"
"AO090005000004";"cluster_10655"
"AO090005000817";"cluster_10839"
"AO090010000277";"cluster_11143"
"AO090010000256";"cluster_11143"
"AO090023000072";"cluster_6319"
"AO090001000352";"cluster_11149"
"AO090020000042";"cluster_11155"
"AO090003000942";"cluster_10528"
"AO090005000483";"cluster_10528"
"AO090005001554";"cluster_11157"
"AO090038000016";"cluster_11151"
"AO090012000364";"cluster_10055"
"AO090020000482";"cluster_10501"
"AO090026000429";"cluster_10828"
"AO090003001148";"cluster_11150"
"AO090009000023";"cluster_9832"
"AO090005000378";"cluster_7234"
"AO090701000145";"cluster_11182"
"AO090010000768";"cluster_11183"
"AO090005001509";"cluster_11181"
"AO090005001053";"cluster_11005"
"AO090102000219";"cluster_10973"
"AO090010000104";"cluster_10836"
"AO090012000824";"cluster_11187"
"AO090001000177";"cluster_10337"
"AO090020000385";"cluster_11085"
"AO090005001085";"cluster_11128"
"AO090038000629";"cluster_11203"
"AO090120000104";"cluster_10921"
"AO090103000087";"cluster_11171"
"AO090103000436";"cluster_11204"
"AO090026000434";"cluster_9761"
"AO090103000360";"cluster_11214"
"AO090012000292";"cluster_11214"
"AO090001000542";"cluster_11185"
"AO090005000480";"cluster_11207"
"AO090012000226";"cluster_10802"
"AO090103000382";"cluster_11160"
"AO090102000362";"cluster_11129"
"AO090023000969";"cluster_10967"
"AO090011000396";"cluster_2481"
"AO090020000163";"cluster_2481"
"AO090001000324";"cluster_10634"
"AO090005001047";"cluster_11176"
"AO090003000426";"cluster_10675"
"AO090023000943";"cluster_11206"
"AO090120000197";"cluster_11206"
"AO090023000973";"cluster_11206"
"AO090166000045";"cluster_11206"
"AO090102000177";"cluster_11206"
"AO090103000317";"cluster_10798"
"AO090701000887";"cluster_10721"
"AO090103000423";"cluster_10721"
"AO090001000208";"cluster_10721"
"AO090003001514";"cluster_11237"
"AO090102000010";"cluster_11237"
"AO090023000050";"cluster_11236"
"AO090010000379";"cluster_10341"
"AO090009000436";"cluster_8506"
"AO090003000602";"cluster_11246"
"AO090012000701";"cluster_11247"
"AO090023000457";"cluster_11247"
"AO090009000434";"cluster_11235"
"AO090001000325";"cluster_8353"
"AO090005000698";"cluster_11110"
"AO090005000825";"cluster_11259"
"AO090023000500";"cluster_11245"
"AO090023000391";"cluster_11245"
"AO090120000430";"cluster_11165"
"AO090012000793";"cluster_11165"
"AO090701000342";"cluster_11165"
"AO090102000568";"cluster_10945"
"AO090005001442";"cluster_11262"
"AO090103000383";"cluster_11220"
"AO090138000100";"cluster_11264"
"AO090005001099";"cluster_11266"
"AO090009000397";"cluster_10657"
"AO090120000358";"cluster_11267"
"AO090012000240";"cluster_10880"
"AO090012000342";"cluster_11210"
"AO090023000671";"cluster_11274"
"AO090701000644";"cluster_11279"
"AO090003001045";"cluster_10291"
"AO090009000563";"cluster_10291"
"AO090012000911";"cluster_11289"
"AO090038000416";"cluster_10939"
"AO090012000254";"cluster_11298"
"AO090102000637";"cluster_11300"
"AO090003000509";"cluster_11144"
"AO090103000038";"cluster_10871"
"AO090005000281";"cluster_11022"
"AO090005000867";"cluster_11221"
"AO090001000168";"cluster_6505"
"AO090113000177";"cluster_6505"
"AO090011000844";"cluster_10274"
"AO090103000366";"cluster_11112"
"AO090001000486";"cluster_11287"
"AO090026000804";"cluster_11317"
"AO090102000290";"cluster_11319"
"AO090003000979";"cluster_9467"
"AO090038000316";"cluster_10950"
"AO090001000294";"cluster_11327"
"AO090113000110";"cluster_11323"
"AO090003000697";"cluster_11322"
"AO090003000418";"cluster_11339"
"AO090023000854";"cluster_11260"
"AO090102000184";"cluster_11213"
"AO090011000717";"cluster_11230"
"AO090138000053";"cluster_11336"
"AO090005001486";"cluster_11353"
"AO090009000285";"cluster_11243"
"AO090003000133";"cluster_11352"
"AO090038000112";"cluster_11352"
"AO090012000943";"cluster_11286"
"AO090012000086";"cluster_11354"
"AO090701000321";"cluster_11360"
"AO090308000020";"cluster_11284"
"AO090003000873";"cluster_11361"
"AO090011000938";"cluster_5589"
"AO090011000939";"cluster_5589"
"AO090003000175";"cluster_11366"
"AO090010000728";"cluster_11362"
"AO090011000208";"cluster_11086"
"AO090003000335";"cluster_4545"
"AO090102000414";"cluster_4545"
"AO090026000733";"cluster_11273"
"AO090102000092";"cluster_11386"
"AO090003001495";"cluster_10729"
"AO090009000080";"cluster_11389"
"AO090009000329";"cluster_9773"
"AO090009000355";"cluster_10620"
"AO090011000325";"cluster_11408"
"AO090701000481";"cluster_8719"
"AO090138000055";"cluster_8719"
"AO090003000593";"cluster_11191"
"AO090023000493";"cluster_11370"
"AO090005001533";"cluster_11234"
"AO090005000092";"cluster_11424"
"AO090673000003";"cluster_11349"
"AO090102000109";"cluster_11440"
"AO090012000642";"cluster_11437"
"AO090003000248";"cluster_11190"
"AO090010000078";"cluster_11190"
"AO090026000701";"cluster_10866"
"AO090003001133";"cluster_11454"
"AO090026000192";"cluster_11456"
"AO090012000251";"cluster_11462"
"AO090023000688";"cluster_11462"
"AO090012000549";"cluster_9795"
"AO090009000090";"cluster_11466"
"AO090011000933";"cluster_10498"
"AO090003001250";"cluster_11479"
"AO090011000425";"cluster_11391"
"AO090009000026";"cluster_11379"
"AO090009000405";"cluster_11489"
"AO090011000614";"cluster_11492"
"AO090003000859";"cluster_11488"
"AO090012000227";"cluster_11497"
"AO090003001071";"cluster_11363"
"AO090011000503";"cluster_11501"
"AO090005000888";"cluster_11364"
"AO090701000101";"cluster_11431"
"AO090026000636";"cluster_11461"
"AO090005001608";"cluster_9368"
"AO090012000693";"cluster_11375"
"AO090012000411";"cluster_11375"
"AO090003000726";"cluster_11521"
"AO090005001149";"cluster_9864"
"AO090120000436";"cluster_11518"
"AO090003000239";"cluster_9907"
"AO090003001140";"cluster_11536"
"AO090012000528";"cluster_11540"
"AO090701000457";"cluster_10129"
"AO090102000514";"cluster_10129"
"AO090011000288";"cluster_7332"
"AO090001000599";"cluster_11516"
"AO090023000696";"cluster_11519"
"AO090003001328";"cluster_11527"
"AO090001000364";"cluster_11559"
"AO090012000845";"cluster_11546"
"AO090038000305";"cluster_11315"
"AO090023000308";"cluster_11561"
"AO090701000090";"cluster_11565"
"AO090701000656";"cluster_10825"
"AO090026000731";"cluster_11564"
"AO090020000571";"cluster_11552"
"AO090138000023";"cluster_11566"
"AO090023000600";"cluster_3411"
"AO090138000106";"cluster_3411"
"AO090026000587";"cluster_3381"
"AO090001000058";"cluster_3381"
"AO090010000024";"cluster_11429"
"AO090023000925";"cluster_11578"
"AO090102000626";"cluster_11549"
"AO090113000140";"cluster_11549"
"AO090005000638";"cluster_10715"
"AO090026000385";"cluster_9049"
"AO090011000215";"cluster_11586"
"AO090011000442";"cluster_11543"
"AO090003000507";"cluster_11579"
"AO090120000246";"cluster_11588"
"AO090012000697";"cluster_11251"
"AO090001000559";"cluster_11591"
"AO090011000613";"cluster_11596"
"AO090038000040";"cluster_11600"
"AO090026000639";"cluster_11600"
"AO090701000862";"cluster_10179"
"AO090005001180";"cluster_11610"
"AO090023000260";"cluster_11057"
"AO090005001560";"cluster_11533"
"AO090005000269";"cluster_11616"
"AO090020000459";"cluster_11622"
"AO090026000347";"cluster_11332"
"AO090011000197";"cluster_11049"
"AO090005001361";"cluster_10448"
"AO090003000480";"cluster_11636"
"AO090038000270";"cluster_11580"
"AO090009000298";"cluster_10565"
"AO090009000693";"cluster_11639"
"AO090020000041";"cluster_11643"
"AO090124000026";"cluster_11647"
"AO090026000725";"cluster_11647"
"AO090003000104";"cluster_11638"
"AO090010000150";"cluster_11523"
"AO090005000903";"cluster_11605"
"AO090023000085";"cluster_11605"
"AO090005000765";"cluster_11376"
"AO090701000692";"cluster_10589"
"AO090003001297";"cluster_11517"
"AO090012000493";"cluster_11217"
"AO090012000434";"cluster_11563"
"AO090026000296";"cluster_11114"
"AO090011000129";"cluster_11662"
"AO090003001110";"cluster_11666"
"AO090023000858";"cluster_11667"
"AO090020000128";"cluster_11012"
"AO090701000725";"cluster_11664"
"AO090005000135";"cluster_11590"
"AO090003000805";"cluster_11679"
"AO090138000110";"cluster_11576"
"AO090003001018";"cluster_11687"
"AO090701000676";"cluster_11695"
"AO090010000570";"cluster_11698"
"AO090003001065";"cluster_10896"
"AO090005001641";"cluster_11145"
"AO090012000801";"cluster_11117"
"AO090138000068";"cluster_5479"
"AO090138000069";"cluster_5479"
"AO090005001580";"cluster_11441"
"AO090010000628";"cluster_11572"
"AO090701000681";"cluster_10026"
"AO090005000158";"cluster_11607"
"AO090023000281";"cluster_9399"
"AO090701000763";"cluster_11719"
"AO090206000065";"cluster_11699"
"AO090023000891";"cluster_9881"
"AO090020000669";"cluster_11709"
"AO090005000043";"cluster_11713"
"AO090001000189";"cluster_11630"
"AO090103000426";"cluster_11306"
"AO090138000113";"cluster_10126"
"AO090038000096";"cluster_11732"
"AO090003001139";"cluster_11732"
"AO090005000665";"cluster_11547"
"AO090003001442";"cluster_9997"
"AO090023000797";"cluster_10340"
"AO090120000159";"cluster_11747"
"AO090012000783";"cluster_11602"
"AO090003000314";"cluster_11752"
"AO090026000598";"cluster_11761"
"AO090003000851";"cluster_10298"
"AO090011000790";"cluster_11735"
"AO090012000533";"cluster_11735"
"AO090701000747";"cluster_11773"
"AO090020000347";"cluster_11777"
"AO090102000563";"cluster_10951"
"AO090003000029";"cluster_11691"
"AO090026000697";"cluster_11782"
"AO090003000823";"cluster_11792"
"AO090003000401";"cluster_10838"
"AO090138000144";"cluster_11790"
"AO090102000426";"cluster_11790"
"AO090026000772";"cluster_11796"
"AO090023000986";"cluster_10641"
"AO090003001251";"cluster_11813"
"AO090010000311";"cluster_11817"
"AO090020000148";"cluster_11823"
"AO090120000438";"cluster_11819"
"AO090003001167";"cluster_10329"
"AO090038000442";"cluster_11604"
"AO090672000006";"cluster_11827"
"AO090003000788";"cluster_11831"
"AO090005001385";"cluster_9860"
"AO090103000428";"cluster_11845"
"AO090003000367";"cluster_11849"
"AO090011000143";"cluster_11853"
"AO090003000935";"cluster_11826"
"AO090206000005";"cluster_10754"
"AO090020000043";"cluster_11854"
"AO090011000588";"cluster_11869"
"AO090102000209";"cluster_11712"
"AO090026000740";"cluster_11870"
"AO090003001182";"cluster_11654"
"AO090026000138";"cluster_11779"
"AO090012000877";"cluster_11892"
"AO090005001529";"cluster_11724"
"AO090023000997";"cluster_11568"
"AO090020000118";"cluster_11730"
"AO090010000221";"cluster_11710"
"AO090005001454";"cluster_9169"
"AO090005001412";"cluster_10774"
"AO090023000937";"cluster_10021"
"AO090120000223";"cluster_8376"
"AO090005000223";"cluster_10201"
"AO090010000533";"cluster_11911"
"AO090012000814";"cluster_11748"
"AO090003000627";"cluster_11099"
"AO090001000179";"cluster_11099"
"AO090701000104";"cluster_11310"
"AO090023000698";"cluster_11904"
"AO090020000555";"cluster_11415"
"AO090124000088";"cluster_11914"
"AO090026000595";"cluster_11916"
"AO090011000190";"cluster_11393"
"AO090673000008";"cluster_11887"
"AO090003000883";"cluster_11924"
"AO090005000657";"cluster_11920"
"AO090038000244";"cluster_11942"
"AO090701000430";"cluster_11867"
"AO090003000636";"cluster_11838"
"AO090020000180";"cluster_11397"
"AO090020000623";"cluster_11811"
"AO090020000137";"cluster_11293"
"AO090001000143";"cluster_11949"
"AO090009000468";"cluster_11933"
"AO090011000002";"cluster_3861"
"AO090206000001";"cluster_11682"
"AO090010000667";"cluster_11682"
"AO090003000260";"cluster_8813"
"AO090120000381";"cluster_11893"
"AO090102000567";"cluster_11956"
"AO090012000883";"cluster_11881"
"AO090020000622";"cluster_11972"
"AO090701000346";"cluster_7660"
"AO090011000550";"cluster_11975"
"AO090701000757";"cluster_11982"
"AO090003001021";"cluster_11977"
"AO090012000244";"cluster_11618"
"AO090005001538";"cluster_12002"
"AO090023000516";"cluster_11377"
"AO090009000374";"cluster_12009"
"AO090003000544";"cluster_9830"
"AO090010000117";"cluster_11936"
"AO090120000372";"cluster_11936"
"AO090020000296";"cluster_11934"
"AO090038000054";"cluster_11795"
"AO090005000958";"cluster_11343"
"AO090010000301";"cluster_11343"
"AO090103000212";"cluster_11861"
"AO090010000209";"cluster_12012"
"AO090003000053";"cluster_12017"
"AO090120000257";"cluster_12017"
"AO090120000375";"cluster_11227"
"AO090003001290";"cluster_12029"
"AO090003001175";"cluster_4200"
"AO090003001174";"cluster_4200"
"AO090012000662";"cluster_12033"
"AO090023000543";"cluster_5486"
"AO090001000024";"cluster_5486"
"AO090011000699";"cluster_12038"
"AO090023000586";"cluster_12043"
"AO090023000724";"cluster_11896"
"AO090010000432";"cluster_10449"
"AO090023000417";"cluster_10449"
"AO090023000122";"cluster_9976"
"AO090003000529";"cluster_12005"
"AO090026000756";"cluster_11648"
"AO090001000454";"cluster_12032"
"AO090020000624";"cluster_12037"
"AO090701000819";"cluster_12037"
"AO090026000643";"cluster_12037"
"AO090003001141";"cluster_12055"
"AO090009000475";"cluster_9306"
"AO090026000329";"cluster_12070"
"AO090020000516";"cluster_12066"
"AO090010000505";"cluster_12065"
"AO090010000485";"cluster_12078"
"AO090012000694";"cluster_7843"
"AO090001000164";"cluster_7843"
"AO090026000105";"cluster_12080"
"AO090012000583";"cluster_11265"
"AO090010000542";"cluster_11253"
"AO090011000367";"cluster_12076"
"AO090009000188";"cluster_12054"
"AO090005000288";"cluster_6031"
"AO090003001364";"cluster_12022"
"AO090102000137";"cluster_12057"
"AO090011000364";"cluster_12104"
"AO090012000963";"cluster_12079"
"AO090138000155";"cluster_3291"
"AO090102000418";"cluster_3291"
"AO090103000377";"cluster_3175"
"AO090023000141";"cluster_9146"
"AO090011000535";"cluster_12121"
"AO090020000038";"cluster_12095"
"AO090010000032";"cluster_12131"
"AO090011000941";"cluster_11482"
"AO090003000414";"cluster_11966"
"AO090124000080";"cluster_12146"
"AO090005000277";"cluster_12128"
"AO090005001471";"cluster_11954"
"AO090020000012";"cluster_11594"
"AO090038000369";"cluster_11499"
"AO090023000454";"cluster_11433"
"AO090138000005";"cluster_12154"
"AO090003001422";"cluster_12162"
"AO090005000858";"cluster_6178"
"AO090003000478";"cluster_12156"
"AO090003000510";"cluster_12159"
"AO090012000572";"cluster_12166"
"AO090026000281";"cluster_11374"
"AO090102000594";"cluster_12058"
"AO090011000557";"cluster_12163"
"AO090003000619";"cluster_12167"
"AO090003000416";"cluster_12181"
"AO090138000140";"cluster_5289"
"AO090102000433";"cluster_5289"
"AO090012000556";"cluster_12187"
"AO090005001586";"cluster_12124"
"AO090026000216";"cluster_12000"
"AO090005000860";"cluster_12186"
"AO090023000106";"cluster_12198"
"AO090023000071";"cluster_12189"
"AO090026000100";"cluster_12189"
"AO090023000136";"cluster_12041"
"AO090011000537";"cluster_12213"
"AO090011000536";"cluster_12213"
"AO090009000248";"cluster_11733"
"AO090102000347";"cluster_11445"
"AO090038000436";"cluster_11496"
"AO090020000578";"cluster_12228"
"AO090120000151";"cluster_12229"
"AO090005001504";"cluster_12224"
"AO090005000784";"cluster_12165"
"AO090206000078";"cluster_11731"
"AO090020000199";"cluster_12245"
"AO090102000257";"cluster_12214"
"AO090103000206";"cluster_12215"
"AO090020000558";"cluster_12215"
"AO090020000330";"cluster_11873"
"AO090011000843";"cluster_12242"
"AO090012001008";"cluster_12249"
"AO090012000223";"cluster_12250"
"AO090102000580";"cluster_12243"
"AO090113000130";"cluster_12040"
"AO090009000205";"cluster_11387"
"AO090103000064";"cluster_12262"
"AO090023000196";"cluster_12268"
"AO090001000628";"cluster_12135"
"AO090012000341";"cluster_11611"
"AO090010000263";"cluster_944"
"AO090011000812";"cluster_12271"
"AO090020000044";"cluster_12278"
"AO090003001313";"cluster_12287"
"AO090023000567";"cluster_12045"
"AO090011000168";"cluster_12045"
"AO090003000438";"cluster_12288"
"AO090701000327";"cluster_12285"
"AO090001000051";"cluster_12280"
"AO090026000344";"cluster_12279"
"AO090023000565";"cluster_12196"
"AO090010000647";"cluster_12196"
"AO090020000471";"cluster_12072"
"AO090001000745";"cluster_12183"
"AO090005001450";"cluster_11365"
"AO090026000001";"cluster_22"
"AO090001000277";"cluster_22"
"AO090120000485";"cluster_11992"
"AO090038000065";"cluster_12320"
"AO090001000001";"cluster_12321"
"AO090120000437";"cluster_12315"
"AO090026000496";"cluster_10996"
"AO090023000503";"cluster_12319"
"AO090020000214";"cluster_7501"
"AO090020000109";"cluster_12333"
"AO090003000190";"cluster_11557"
"AO090005000405";"cluster_12144"
"AO090009000324";"cluster_10406"
"AO090138000077";"cluster_11928"
"AO090020000584";"cluster_12304"
"AO090102000006";"cluster_12332"
"AO090005000806";"cluster_11380"
"AO090701000838";"cluster_11188"
"AO090009000063";"cluster_12307"
"AO090005000108";"cluster_12316"
"AO090023000863";"cluster_12343"
"AO090003000761";"cluster_11351"
"AO090020000337";"cluster_12364"
"AO090023000972";"cluster_12361"
"AO090005000671";"cluster_1137"
"AO090103000097";"cluster_1137"
"AO090120000202";"cluster_12313"
"AO090138000133";"cluster_12311"
"AO090003000017";"cluster_12365"
"AO090166000120";"cluster_12376"
"AO090701000431";"cluster_12376"
"AO090009000166";"cluster_12372"
"AO090102000335";"cluster_11960"
"AO090003000836";"cluster_11960"
"AO090003001286";"cluster_12367"
"AO090001000023";"cluster_2604"
"AO090001000022";"cluster_2604"
"AO090102000373";"cluster_10367"
"AO090010000514";"cluster_12392"
"AO090010000613";"cluster_12227"
"AO090003001041";"cluster_12393"
"AO090020000708";"cluster_12388"
"AO090010000636";"cluster_11756"
"AO090012000429";"cluster_11807"
"AO090001000561";"cluster_11301"
"AO090001000194";"cluster_11770"
"AO090005001589";"cluster_12108"
"AO090003000656";"cluster_12417"
"AO090023000640";"cluster_12422"
"AO090009000697";"cluster_12420"
"AO090026000371";"cluster_12356"
"AO090005000821";"cluster_12436"
"AO090701000575";"cluster_12431"
"AO090009000495";"cluster_11577"
"AO090701000462";"cluster_11250"
"AO090009000065";"cluster_11250"
"AO090001000120";"cluster_11250"
"AO090003001342";"cluster_4954"
"AO090003001341";"cluster_4954"
"AO090701000004";"cluster_12440"
"AO090001000049";"cluster_12450"
"AO090023000892";"cluster_11215"
"AO090003001013";"cluster_12456"
"AO090005001121";"cluster_12456"
"AO090012000119";"cluster_12458"
"AO090005001144";"cluster_12457"
"AO090038000129";"cluster_12394"
"AO090023000882";"cluster_12459"
"AO090012000185";"cluster_12462"
"AO090012000585";"cluster_12469"
"AO090005001305";"cluster_11824"
"AO090103000184";"cluster_11902"
"AO090005000013";"cluster_11902"
"AO090010000481";"cluster_12482"
"AO090005000852";"cluster_12138"
"AO090023000842";"cluster_12379"
"AO090012000475";"cluster_12491"
"AO090009000309";"cluster_12490"
"AO090012000778";"cluster_12142"
"AO090138000002";"cluster_12492"
"AO090005000893";"cluster_12448"
"AO090010000705";"cluster_12496"
"AO090005000556";"cluster_12493"
"AO090010000708";"cluster_12203"
"AO090026000543";"cluster_12428"
"AO090011000512";"cluster_12507"
"AO090023000412";"cluster_12284"
"AO090001000452";"cluster_11969"
"AO090026000545";"cluster_12529"
"AO090138000121";"cluster_12481"
"AO090120000046";"cluster_12282"
"AO090026000369";"cluster_12520"
"AO090005001527";"cluster_12511"
"AO090010000659";"cluster_12531"
"AO090113000121";"cluster_12463"
"AO090001000495";"cluster_12549"
"AO090701000751";"cluster_12547"
"AO090102000606";"cluster_12197"
"AO090005000350";"cluster_12553"
"AO090011000860";"cluster_12435"
"AO090009000092";"cluster_12552"
"AO090138000076";"cluster_10168"
"AO090011000016";"cluster_424"
"AO090009000203";"cluster_9211"
"AO090166000052";"cluster_12506"
"AO090001000159";"cluster_12506"
"AO090012000888";"cluster_12345"
"AO090012001020";"cluster_12575"
"AO090003000546";"cluster_12569"
"AO090102000160";"cluster_11084"
"AO090011000952";"cluster_12583"
"AO090138000056";"cluster_11632"
"AO090005000876";"cluster_12585"
"AO090023000687";"cluster_11119"
"AO090023000542";"cluster_12153"
"AO090701000555";"cluster_12512"
"AO090103000285";"cluster_12512"
"AO090012000887";"cluster_12606"
"AO090011000428";"cluster_12608"
"AO090011000427";"cluster_12608"
"AO090120000493";"cluster_12603"
"AO090026000688";"cluster_12540"
"AO090701000030";"cluster_12607"
"AO090038000403";"cluster_12610"
"AO090011000722";"cluster_12618"
"AO090001000207";"cluster_12621"
"AO090009000559";"cluster_11906"
"AO090011000302";"cluster_11906"
"AO090011000707";"cluster_11872"
"AO090102000635";"cluster_12339"
"AO090003000473";"cluster_12640"
"AO090005001381";"cluster_12645"
"AO090012000359";"cluster_12488"
"AO090023000147";"cluster_10433"
"AO090011000344";"cluster_12179"
"AO090005000451";"cluster_12576"
"AO090701000133";"cluster_12667"
"AO090026000839";"cluster_12666"
"AO090003000009";"cluster_12663"
"AO090102000277";"cluster_9708"
"AO090010000100";"cluster_12677"
"AO090011000514";"cluster_12674"
"AO090010000070";"cluster_12648"
"AO090003000984";"cluster_12590"
"AO090038000424";"cluster_12673"
"AO090003000734";"cluster_11278"
"AO090001000577";"cluster_12665"
"AO090026000433";"cluster_12719"
"AO090011000810";"cluster_12726"
"AO090011000603";"cluster_12700"
"AO090011000005";"cluster_4334"
