"Afumigatus";"cluster"
"AFUA_3G10140";"cluster_11031"
"AFUA_5G07010";"cluster_11045"
"AFUA_3G08550";"cluster_11038"
"AFUA_3G11540";"cluster_11027"
"AFUA_4G10700";"cluster_11041"
"AFUA_2G01410";"cluster_10768"
"AFUA_3G07900";"cluster_11050"
"AFUA_2G05630";"cluster_10661"
"AFUA_3G10580";"cluster_10260"
"AFUA_2G10310";"cluster_11062"
"AFUA_2G01430";"cluster_9431"
"AFUA_3G13120";"cluster_10199"
"AFUA_8G06770";"cluster_11061"
"AFUA_6G00240";"cluster_9437"
"AFUA_2G08820";"cluster_11078"
"AFUA_3G14770";"cluster_11036"
"AFUA_2G17850";"cluster_11036"
"AFUA_6G00510";"cluster_11058"
"AFUA_1G06200";"cluster_11092"
"AFUA_5G09230";"cluster_9913"
"AFUA_2G09530";"cluster_11093"
"AFUA_5G11430";"cluster_9631"
"AFUA_4G10060";"cluster_11094"
"AFUA_6G04890";"cluster_10504"
"AFUA_4G09090";"cluster_11082"
"AFUA_2G12770";"cluster_9228"
"AFUA_2G00920";"cluster_9228"
"AFUA_5G07720";"cluster_10884"
"AFUA_8G02830";"cluster_8208"
"AFUA_6G11650";"cluster_10903"
"AFUA_1G12040";"cluster_11115"
"AFUA_4G08270";"cluster_11033"
"AFUA_4G01520";"cluster_10407"
"AFUA_1G02730";"cluster_10548"
"AFUA_1G15140";"cluster_10548"
"AFUA_5G09920";"cluster_10714"
"AFUA_4G00740";"cluster_10655"
"AFUA_1G02770";"cluster_10839"
"AFUA_5G15050";"cluster_6319"
"AFUA_5G14860";"cluster_6319"
"AFUA_1G12010";"cluster_11149"
"AFUA_3G05740";"cluster_11155"
"AFUA_6G07470";"cluster_11157"
"AFUA_5G09020";"cluster_10501"
"AFUA_2G12170";"cluster_10828"
"AFUA_1G04680";"cluster_11164"
"AFUA_4G10660";"cluster_11150"
"AFUA_6G08155";"cluster_11168"
"AFUA_7G05380";"cluster_7234"
"AFUA_6G04260";"cluster_11182"
"AFUA_8G02760";"cluster_11183"
"AFUA_2G03830";"cluster_11181"
"AFUA_1G16570";"cluster_11005"
"AFUA_2G16430";"cluster_10973"
"AFUA_7G01170";"cluster_10836"
"AFUA_4G02880";"cluster_10337"
"AFUA_1G16240";"cluster_11128"
"AFUA_7G02510";"cluster_11203"
"AFUA_6G02190";"cluster_10921"
"AFUA_6G09540";"cluster_11171"
"AFUA_3G00290";"cluster_11204"
"AFUA_8G01560";"cluster_11207"
"AFUA_1G15970";"cluster_11207"
"AFUA_2G15860";"cluster_10802"
"AFUA_6G13890";"cluster_11160"
"AFUA_5G02490";"cluster_11129"
"AFUA_4G06210";"cluster_10967"
"AFUA_3G10390";"cluster_11208"
"AFUA_1G12200";"cluster_10634"
"AFUA_1G16630";"cluster_11176"
"AFUA_6G13010";"cluster_10675"
"AFUA_6G13670";"cluster_10798"
"AFUA_4G09480";"cluster_10721"
"AFUA_8G06880";"cluster_11237"
"AFUA_3G03180";"cluster_10341"
"AFUA_4G12340";"cluster_8506"
"AFUA_3G10570";"cluster_11246"
"AFUA_4G12330";"cluster_11235"
"AFUA_1G12190";"cluster_8353"
"AFUA_8G04710";"cluster_11110"
"AFUA_1G02670";"cluster_11259"
"AFUA_6G11160";"cluster_11245"
"AFUA_7G02590";"cluster_11254"
"AFUA_4G04380";"cluster_11263"
"AFUA_5G03580";"cluster_10945"
"AFUA_3G08310";"cluster_11262"
"AFUA_6G14100";"cluster_11220"
"AFUA_1G15920";"cluster_11266"
"AFUA_1G05470";"cluster_10657"
"AFUA_2G15820";"cluster_10880"
"AFUA_4G03520";"cluster_11210"
"AFUA_4G08880";"cluster_11274"
"AFUA_6G05320";"cluster_11270"
"AFUA_4G11730";"cluster_10291"
"AFUA_1G09580";"cluster_11289"
"AFUA_1G10170";"cluster_10939"
"AFUA_2G15710";"cluster_11298"
"AFUA_5G04310";"cluster_11300"
"AFUA_3G09910";"cluster_11144"
"AFUA_1G09960";"cluster_11291"
"AFUA_8G04230";"cluster_10871"
"AFUA_6G00680";"cluster_11022"
"AFUA_1G02330";"cluster_11221"
"AFUA_2G08590";"cluster_10274"
"AFUA_1G06840";"cluster_11287"
"AFUA_2G14750";"cluster_11317"
"AFUA_5G02240";"cluster_11319"
"AFUA_1G03660";"cluster_9467"
"AFUA_1G12350";"cluster_11327"
"AFUA_3G06270";"cluster_11138"
"AFUA_3G11430";"cluster_11322"
"AFUA_2G05030";"cluster_11329"
"AFUA_6G12960";"cluster_11339"
"AFUA_4G07210";"cluster_11260"
"AFUA_5G01230";"cluster_11213"
"AFUA_2G09470";"cluster_11230"
"AFUA_3G07890";"cluster_11353"
"AFUA_4G13030";"cluster_11243"
"AFUA_6G07980";"cluster_11352"
"AFUA_6G07040";"cluster_11286"
"AFUA_6G10690";"cluster_10913"
"AFUA_4G01060";"cluster_11354"
"AFUA_2G00760";"cluster_11360"
"AFUA_7G06900";"cluster_11284"
"AFUA_1G04540";"cluster_11361"
"AFUA_2G07540";"cluster_5589"
"AFUA_6G07710";"cluster_11366"
"AFUA_3G14530";"cluster_11362"
"AFUA_3G02580";"cluster_11086"
"AFUA_5G11110";"cluster_11273"
"AFUA_2G17250";"cluster_11386"
"AFUA_7G05230";"cluster_11383"
"AFUA_8G00860";"cluster_10729"
"AFUA_7G00360";"cluster_10729"
"AFUA_3G01020";"cluster_11389"
"AFUA_4G12630";"cluster_9773"
"AFUA_4G13600";"cluster_11392"
"AFUA_1G05870";"cluster_10620"
"AFUA_4G03890";"cluster_11408"
"AFUA_3G14620";"cluster_8719"
"AFUA_6G00770";"cluster_8719"
"AFUA_3G10470";"cluster_11191"
"AFUA_6G11210";"cluster_11370"
"AFUA_2G04040";"cluster_11234"
"AFUA_7G04100";"cluster_11424"
"AFUA_7G03650";"cluster_11349"
"AFUA_2G05990";"cluster_11420"
"AFUA_2G17100";"cluster_11440"
"AFUA_1G12720";"cluster_11437"
"AFUA_6G00280";"cluster_11190"
"AFUA_5G11370";"cluster_10866"
"AFUA_4G10790";"cluster_11454"
"AFUA_5G12770";"cluster_11463"
"AFUA_2G13820";"cluster_11456"
"AFUA_2G15740";"cluster_11462"
"AFUA_1G13320";"cluster_9795"
"AFUA_6G09970";"cluster_11466"
"AFUA_2G07600";"cluster_10498"
"AFUA_4G09810";"cluster_11479"
"AFUA_2G01850";"cluster_11391"
"AFUA_1G12510";"cluster_11379"
"AFUA_1G05390";"cluster_11489"
"AFUA_2G10220";"cluster_11492"
"AFUA_1G04820";"cluster_11488"
"AFUA_2G15850";"cluster_11497"
"AFUA_8G01050";"cluster_11363"
"AFUA_2G02240";"cluster_11501"
"AFUA_1G02070";"cluster_11364"
"AFUA_2G02870";"cluster_11461"
"AFUA_1G09170";"cluster_9368"
"AFUA_6G07190";"cluster_11375"
"AFUA_2G01100";"cluster_9864"
"AFUA_5G13110";"cluster_11518"
"AFUA_2G04480";"cluster_9907"
"AFUA_4G10750";"cluster_11536"
"AFUA_1G13490";"cluster_11540"
"AFUA_5G03110";"cluster_10129"
"AFUA_7G06310";"cluster_7332"
"AFUA_6G09210";"cluster_11516"
"AFUA_1G03790";"cluster_11135"
"AFUA_4G08610";"cluster_11519"
"AFUA_5G01910";"cluster_11527"
"AFUA_7G00120";"cluster_11173"
"AFUA_1G11940";"cluster_11559"
"AFUA_3G12770";"cluster_11546"
"AFUA_1G10990";"cluster_11315"
"AFUA_6G10030";"cluster_11561"
"AFUA_6G04560";"cluster_11565"
"AFUA_5G07470";"cluster_10825"
"AFUA_5G11140";"cluster_11564"
"AFUA_8G01780";"cluster_11552"
"AFUA_8G06060";"cluster_8916"
"AFUA_4G14200";"cluster_8916"
"AFUA_6G04180";"cluster_11571"
"AFUA_5G04220";"cluster_11549"
"AFUA_8G05040";"cluster_10715"
"AFUA_4G02840";"cluster_9049"
"AFUA_4G03460";"cluster_11586"
"AFUA_2G01840";"cluster_11543"
"AFUA_3G03210";"cluster_11579"
"AFUA_2G03410";"cluster_11588"
"AFUA_1G01830";"cluster_11251"
"AFUA_6G14140";"cluster_10350"
"AFUA_6G08850";"cluster_11591"
"AFUA_2G10230";"cluster_11596"
"AFUA_3G03030";"cluster_11600"
"AFUA_2G02910";"cluster_11600"
"AFUA_2G15180";"cluster_11007"
"AFUA_1G15360";"cluster_11610"
"AFUA_6G09740";"cluster_11057"
"AFUA_6G07400";"cluster_11533"
"AFUA_7G05260";"cluster_11616"
"AFUA_5G09150";"cluster_11622"
"AFUA_2G12870";"cluster_11332"
"AFUA_1G17620";"cluster_11049"
"AFUA_3G09030";"cluster_10448"
"AFUA_1G14600";"cluster_11636"
"AFUA_1G11540";"cluster_11580"
"AFUA_4G12700";"cluster_10565"
"AFUA_5G05690";"cluster_11639"
"AFUA_3G05730";"cluster_11643"
"AFUA_5G11240";"cluster_11647"
"AFUA_6G08210";"cluster_11638"
"AFUA_4G14210";"cluster_11523"
"AFUA_1G01890";"cluster_11605"
"AFUA_1G03210";"cluster_11376"
"AFUA_5G07840";"cluster_10589"
"AFUA_1G13840";"cluster_11217"
"AFUA_1G14220";"cluster_11563"
"AFUA_2G13340";"cluster_11114"
"AFUA_4G11100";"cluster_11666"
"AFUA_4G07170";"cluster_11667"
"AFUA_5G08090";"cluster_11664"
"AFUA_7G04500";"cluster_11590"
"AFUA_1G05080";"cluster_11679"
"AFUA_2G17890";"cluster_11576"
"AFUA_5G07690";"cluster_11695"
"AFUA_4G11550";"cluster_10896"
"AFUA_1G08860";"cluster_11145"
"AFUA_3G13320";"cluster_11117"
"AFUA_6G07210";"cluster_11441"
"AFUA_6G03190";"cluster_11572"
"AFUA_2G13580";"cluster_11683"
"AFUA_5G07730";"cluster_10026"
"AFUA_7G04660";"cluster_11607"
"AFUA_6G10330";"cluster_9399"
"AFUA_5G08420";"cluster_11719"
"AFUA_4G04280";"cluster_11699"
"AFUA_4G06960";"cluster_9881"
"AFUA_5G14740";"cluster_11630"
"AFUA_2G16570";"cluster_10126"
"AFUA_4G10760";"cluster_11732"
"AFUA_8G04820";"cluster_11547"
"AFUA_6G00110";"cluster_9997"
"AFUA_4G07740";"cluster_10340"
"AFUA_3G13480";"cluster_11602"
"AFUA_2G05100";"cluster_11752"
"AFUA_2G02550";"cluster_11761"
"AFUA_3G14960";"cluster_10298"
"AFUA_5G00540";"cluster_11617"
"AFUA_3G14910";"cluster_11617"
"AFUA_1G13470";"cluster_11735"
"AFUA_2G09090";"cluster_11735"
"AFUA_5G08235";"cluster_11773"
"AFUA_3G06540";"cluster_11777"
"AFUA_7G02220";"cluster_11783"
"AFUA_6G06570";"cluster_11691"
"AFUA_5G11410";"cluster_11782"
"AFUA_1G05270";"cluster_11792"
"AFUA_6G12800";"cluster_10838"
"AFUA_2G02210";"cluster_11800"
"AFUA_4G06090";"cluster_10641"
"AFUA_4G09800";"cluster_11813"
"AFUA_6G13740";"cluster_11820"
"AFUA_7G01510";"cluster_11817"
"AFUA_3G14990";"cluster_11823"
"AFUA_5G13130";"cluster_11819"
"AFUA_4G10450";"cluster_10329"
"AFUA_1G09930";"cluster_11604"
"AFUA_4G05870";"cluster_11827"
"AFUA_3G08830";"cluster_9860"
"AFUA_3G14800";"cluster_11845"
"AFUA_3G09800";"cluster_11843"
"AFUA_6G05030";"cluster_11837"
"AFUA_5G09130";"cluster_11837"
"AFUA_6G12550";"cluster_11849"
"AFUA_1G01380";"cluster_11850"
"AFUA_3G06310";"cluster_11277"
"AFUA_4G03321";"cluster_11853"
"AFUA_1G04130";"cluster_11826"
"AFUA_3G05760";"cluster_11854"
"AFUA_2G10520";"cluster_11869"
"AFUA_2G16470";"cluster_11712"
"AFUA_8G02270";"cluster_11870"
"AFUA_1G11740";"cluster_11886"
"AFUA_2G08150";"cluster_11654"
"AFUA_4G10350";"cluster_11654"
"AFUA_2G14060";"cluster_11779"
"AFUA_1G09660";"cluster_11892"
"AFUA_7G06920";"cluster_11724"
"AFUA_4G06000";"cluster_11568"
"AFUA_3G06320";"cluster_11730"
"AFUA_7G01430";"cluster_11710"
"AFUA_2G00520";"cluster_11901"
"AFUA_3G08220";"cluster_9169"
"AFUA_3G08600";"cluster_10774"
"AFUA_4G06530";"cluster_10021"
"AFUA_2G03620";"cluster_8376"
"AFUA_6G11740";"cluster_11911"
"AFUA_5G10160";"cluster_11911"
"AFUA_3G13180";"cluster_11748"
"AFUA_3G10770";"cluster_11099"
"AFUA_6G04410";"cluster_11310"
"AFUA_4G08590";"cluster_11904"
"AFUA_5G09380";"cluster_11415"
"AFUA_3G04250";"cluster_11914"
"AFUA_2G02540";"cluster_11916"
"AFUA_7G03690";"cluster_11887"
"AFUA_1G04575";"cluster_11924"
"AFUA_2G01070";"cluster_11927"
"AFUA_1G11770";"cluster_11942"
"AFUA_6G02760";"cluster_11867"
"AFUA_3G07360";"cluster_11397"
"AFUA_3G14280";"cluster_11811"
"AFUA_3G07550";"cluster_11293"
"AFUA_5G02040";"cluster_11949"
"AFUA_4G12530";"cluster_11933"
"AFUA_7G08430";"cluster_3861"
"AFUA_5G00155";"cluster_3861"
"AFUA_8G02440";"cluster_11682"
"AFUA_4G04820";"cluster_11682"
"AFUA_4G14510";"cluster_11959"
"AFUA_3G06460";"cluster_11950"
"AFUA_5G12550";"cluster_11893"
"AFUA_4G00940";"cluster_11971"
"AFUA_5G03570";"cluster_11956"
"AFUA_3G11480";"cluster_11835"
"AFUA_3G14290";"cluster_11972"
"AFUA_4G06920";"cluster_11212"
"AFUA_2G00830";"cluster_7660"
"AFUA_2G10800";"cluster_11975"
"AFUA_5G08360";"cluster_11982"
"AFUA_3G00280";"cluster_11995"
"AFUA_2G15790";"cluster_11618"
"AFUA_4G12090";"cluster_11997"
"AFUA_2G04080";"cluster_12002"
"AFUA_6G11040";"cluster_11377"
"AFUA_6G00230";"cluster_12009"
"AFUA_3G10100";"cluster_9830"
"AFUA_5G12480";"cluster_11936"
"AFUA_3G06980";"cluster_11934"
"AFUA_2G04560";"cluster_11861"
"AFUA_7G01330";"cluster_12012"
"AFUA_6G06750";"cluster_12017"
"AFUA_2G03290";"cluster_12017"
"AFUA_5G12500";"cluster_11227"
"AFUA_3G02900";"cluster_12029"
"AFUA_8G06810";"cluster_4200"
"AFUA_3G14190";"cluster_12033"
"AFUA_7G06650";"cluster_12038"
"AFUA_4G08350";"cluster_11896"
"AFUA_6G09550";"cluster_12044"
"AFUA_8G07300";"cluster_9976"
"AFUA_3G09970";"cluster_12005"
"AFUA_4G02800";"cluster_11648"
"AFUA_1G06530";"cluster_12032"
"AFUA_2G02950";"cluster_12037"
"AFUA_3G14270";"cluster_12037"
"AFUA_4G10740";"cluster_12055"
"AFUA_4G01070";"cluster_12069"
"AFUA_1G06080";"cluster_9306"
"AFUA_2G13060";"cluster_12070"
"AFUA_5G09200";"cluster_12066"
"AFUA_5G10370";"cluster_12065"
"AFUA_1G13070";"cluster_11265"
"AFUA_5G15020";"cluster_9434"
"AFUA_1G16110";"cluster_9434"
"AFUA_8G06640";"cluster_9434"
"AFUA_5G02100";"cluster_12086"
"AFUA_5G09900";"cluster_11253"
"AFUA_1G14410";"cluster_12076"
"AFUA_6G12310";"cluster_12054"
"AFUA_4G01490";"cluster_6031"
"AFUA_3G14710";"cluster_10164"
"AFUA_5G01690";"cluster_12022"
"AFUA_2G16830";"cluster_12057"
"AFUA_1G14430";"cluster_12104"
"AFUA_1G07110";"cluster_12079"
"AFUA_6G13770";"cluster_3175"
"AFUA_7G00340";"cluster_9146"
"AFUA_2G10930";"cluster_12121"
"AFUA_3G00670";"cluster_5585"
"AFUA_3G05690";"cluster_12095"
"AFUA_8G02315";"cluster_12131"
"AFUA_2G07510";"cluster_11482"
"AFUA_6G12900";"cluster_11966"
"AFUA_1G13180";"cluster_10450"
"AFUA_4G04530";"cluster_12126"
"AFUA_3G04180";"cluster_12146"
"AFUA_5G09860";"cluster_12128"
"AFUA_3G08090";"cluster_11954"
"AFUA_3G05420";"cluster_11594"
"AFUA_1G07650";"cluster_12154"
"AFUA_1G02390";"cluster_6178"
"AFUA_1G14580";"cluster_12156"
"AFUA_3G09920";"cluster_12159"
"AFUA_1G13170";"cluster_12166"
"AFUA_2G13210";"cluster_11374"
"AFUA_5G03870";"cluster_12058"
"AFUA_3G10740";"cluster_12167"
"AFUA_6G12940";"cluster_12181"
"AFUA_1G13260";"cluster_12187"
"AFUA_1G02370";"cluster_12186"
"AFUA_8G06160";"cluster_12178"
"AFUA_1G01050";"cluster_12178"
"AFUA_5G06170";"cluster_12191"
"AFUA_2G14250";"cluster_12198"
"AFUA_5G14850";"cluster_12189"
"AFUA_2G10920";"cluster_12213"
"AFUA_4G13310";"cluster_11733"
"AFUA_5G02350";"cluster_11445"
"AFUA_1G09950";"cluster_11496"
"AFUA_6G02660";"cluster_12229"
"AFUA_2G03760";"cluster_12224"
"AFUA_6G03370";"cluster_12226"
"AFUA_1G02930";"cluster_12165"
"AFUA_4G04190";"cluster_11731"
"AFUA_3G07260";"cluster_12245"
"AFUA_4G03100";"cluster_12214"
"AFUA_5G09400";"cluster_12215"
"AFUA_3G06680";"cluster_11873"
"AFUA_2G08600";"cluster_12242"
"AFUA_1G07560";"cluster_12249"
"AFUA_2G15880";"cluster_12250"
"AFUA_5G03700";"cluster_12243"
"AFUA_1G12630";"cluster_12040"
"AFUA_4G13670";"cluster_11387"
"AFUA_8G04390";"cluster_12262"
"AFUA_6G10760";"cluster_12268"
"AFUA_6G09950";"cluster_12135"
"AFUA_2G08860";"cluster_12271"
"AFUA_2G03330";"cluster_11554"
"AFUA_3G05770";"cluster_12278"
"AFUA_5G02080";"cluster_12287"
"AFUA_6G11800";"cluster_12045"
"AFUA_6G11810";"cluster_12045"
"AFUA_6G13130";"cluster_12288"
"AFUA_3G03660";"cluster_12285"
"AFUA_2G14460";"cluster_12280"
"AFUA_5G14750";"cluster_12290"
"AFUA_2G12900";"cluster_12279"
"AFUA_5G08990";"cluster_12072"
"AFUA_3G08270";"cluster_11365"
"AFUA_6G06940";"cluster_11659"
"AFUA_5G13410";"cluster_11992"
"AFUA_5G13120";"cluster_12315"
"AFUA_2G11500";"cluster_10996"
"AFUA_6G11130";"cluster_12319"
"AFUA_8G00130";"cluster_7501"
"AFUA_3G06410";"cluster_12333"
"AFUA_1G17070";"cluster_11734"
"AFUA_6G07610";"cluster_11557"
"AFUA_7G05420";"cluster_12144"
"AFUA_5G09570";"cluster_12304"
"AFUA_1G03060";"cluster_11380"
"AFUA_3G01660";"cluster_11188"
"AFUA_3G01330";"cluster_12307"
"AFUA_7G04230";"cluster_12316"
"AFUA_3G03310";"cluster_12358"
"AFUA_4G07120";"cluster_12343"
"AFUA_3G11980";"cluster_11351"
"AFUA_3G06620";"cluster_12364"
"AFUA_4G06170";"cluster_12361"
"AFUA_8G01590";"cluster_12311"
"AFUA_6G06460";"cluster_12365"
"AFUA_8G05590";"cluster_12366"
"AFUA_6G12460";"cluster_12372"
"AFUA_3G02750";"cluster_2604"
"AFUA_1G16370";"cluster_12389"
"AFUA_5G02580";"cluster_10367"
"AFUA_5G10290";"cluster_12392"
"AFUA_4G11760";"cluster_12393"
"AFUA_8G01800";"cluster_11756"
"AFUA_2G14850";"cluster_11807"
"AFUA_6G08870";"cluster_11301"
"AFUA_4G02940";"cluster_11770"
"AFUA_1G09350";"cluster_12108"
"AFUA_3G11030";"cluster_12417"
"AFUA_4G08940";"cluster_12422"
"AFUA_5G05660";"cluster_12420"
"AFUA_2G12390";"cluster_12356"
"AFUA_1G02720";"cluster_12436"
"AFUA_7G07140";"cluster_4825"
"AFUA_7G08380";"cluster_4825"
"AFUA_5G00230";"cluster_4825"
"AFUA_6G01940";"cluster_11577"
"AFUA_5G01830";"cluster_4954"
"AFUA_6G05330";"cluster_12440"
"AFUA_1G13950";"cluster_12450"
"AFUA_4G06950";"cluster_11215"
"AFUA_1G15790";"cluster_12456"
"AFUA_5G14770";"cluster_12458"
"AFUA_1G15580";"cluster_12457"
"AFUA_7G01970";"cluster_12394"
"AFUA_2G16130";"cluster_12462"
"AFUA_1G13050";"cluster_12469"
"AFUA_3G09280";"cluster_11824"
"AFUA_3G15110";"cluster_12474"
"AFUA_5G10560";"cluster_12482"
"AFUA_4G13070";"cluster_12477"
"AFUA_1G02440";"cluster_12138"
"AFUA_4G07310";"cluster_12379"
"AFUA_1G14020";"cluster_12491"
"AFUA_4G11680";"cluster_12027"
"AFUA_4G12800";"cluster_12490"
"AFUA_3G13840";"cluster_12142"
"AFUA_1G13990";"cluster_12492"
"AFUA_1G02020";"cluster_12448"
"AFUA_5G01250";"cluster_12203"
"AFUA_2G11020";"cluster_12428"
"AFUA_2G02310";"cluster_12507"
"AFUA_3G03080";"cluster_12497"
"AFUA_6G14540";"cluster_12497"
"AFUA_6G11620";"cluster_12284"
"AFUA_4G11480";"cluster_12275"
"AFUA_3G01100";"cluster_12275"
"AFUA_1G06500";"cluster_11969"
"AFUA_2G11040";"cluster_12529"
"AFUA_7G03920";"cluster_11350"
"AFUA_1G01770";"cluster_12481"
"AFUA_3G02310";"cluster_12282"
"AFUA_7G08320";"cluster_10957"
"AFUA_2G03990";"cluster_12511"
"AFUA_1G06510";"cluster_12526"
"AFUA_5G14060";"cluster_12463"
"AFUA_6G08390";"cluster_12549"
"AFUA_5G08290";"cluster_12547"
"AFUA_5G04030";"cluster_12197"
"AFUA_2G08420";"cluster_12435"
"AFUA_5G01310";"cluster_10168"
"AFUA_5G08150";"cluster_424"
"AFUA_4G13680";"cluster_9211"
"AFUA_8G06620";"cluster_12506"
"AFUA_4G01090";"cluster_12506"
"AFUA_3G11510";"cluster_12345"
"AFUA_1G07680";"cluster_12575"
"AFUA_3G10120";"cluster_12569"
"AFUA_3G15150";"cluster_10683"
"AFUA_3G02970";"cluster_11537"
"AFUA_7G04050";"cluster_12588"
"AFUA_2G07410";"cluster_12583"
"AFUA_3G15280";"cluster_12125"
"AFUA_5G01620";"cluster_11632"
"AFUA_2G13025";"cluster_11119"
"AFUA_3G15010";"cluster_12153"
"AFUA_3G14520";"cluster_12512"
"AFUA_5G13800";"cluster_12606"
"AFUA_5G13450";"cluster_12603"
"AFUA_5G11460";"cluster_12540"
"AFUA_6G05080";"cluster_12607"
"AFUA_1G10230";"cluster_12610"
"AFUA_2G09510";"cluster_12618"
"AFUA_1G02560";"cluster_12611"
"AFUA_4G08790";"cluster_12605"
"AFUA_1G14540";"cluster_12404"
"AFUA_6G03520";"cluster_11906"
"AFUA_4G03680";"cluster_11906"
"AFUA_2G09560";"cluster_11872"
"AFUA_5G04290";"cluster_12339"
"AFUA_2G17900";"cluster_12640"
"AFUA_3G08940";"cluster_12645"
"AFUA_4G02710";"cluster_12488"
"AFUA_3G13140";"cluster_10433"
"AFUA_4G03820";"cluster_12179"
"AFUA_7G05870";"cluster_12576"
"AFUA_6G04090";"cluster_12667"
"AFUA_7G03770";"cluster_12666"
"AFUA_6G06380";"cluster_12663"
"AFUA_5G02190";"cluster_9708"
"AFUA_7G01200";"cluster_12677"
"AFUA_2G02340";"cluster_12674"
"AFUA_1G03610";"cluster_12590"
"AFUA_1G10110";"cluster_12673"
"AFUA_5G12200";"cluster_12593"
"AFUA_4G13190";"cluster_12702"
"AFUA_6G09010";"cluster_12665"
"AFUA_2G12130";"cluster_12719"
"AFUA_2G08870";"cluster_12726"
"AFUA_2G10350";"cluster_12700"
"AFUA_3G02700";"cluster_4334"
"AFUA_2G08360";"cluster_12720"
"AFUA_1G03430";"cluster_12176"
"AFUA_2G10650";"cluster_12351"
"AFUA_5G13630";"cluster_12743"
"AFUA_5G07630";"cluster_12195"
"AFUA_6G04350";"cluster_4357"
"AFUA_6G06640";"cluster_12499"
"AFUA_1G12990";"cluster_12533"
"AFUA_2G15070";"cluster_12660"
"AFUA_2G04460";"cluster_12769"
"AFUA_3G01030";"cluster_11810"
"AFUA_6G03180";"cluster_9155"
"AFUA_6G10940";"cluster_12773"
"AFUA_7G00770";"cluster_8214"
"AFUA_3G00360";"cluster_12654"
"AFUA_2G10670";"cluster_12777"
"AFUA_6G10770";"cluster_12754"
"AFUA_4G03430";"cluster_3987"
"AFUA_6G08990";"cluster_12790"
"AFUA_1G01140";"cluster_12294"
"AFUA_2G08580";"cluster_10987"
"AFUA_7G01750";"cluster_12795"
"AFUA_6G12280";"cluster_12806"
"AFUA_5G13860";"cluster_12812"
"AFUA_5G13870";"cluster_12812"
"AFUA_4G05960";"cluster_12792"
"AFUA_1G04610";"cluster_11908"
"AFUA_8G01120";"cluster_11833"
"AFUA_2G10170";"cluster_10525"
"AFUA_1G11190";"cluster_11052"
"AFUA_2G14310";"cluster_9175"
"AFUA_4G12240";"cluster_12835"
"AFUA_6G12100";"cluster_12835"
"AFUA_1G17000";"cluster_12832"
"AFUA_3G08630";"cluster_12828"
"AFUA_3G03160";"cluster_12353"
"AFUA_4G09580";"cluster_11923"
"AFUA_1G07580";"cluster_12854"
"AFUA_5G13060";"cluster_12804"
"AFUA_5G06010";"cluster_12861"
"AFUA_3G12270";"cluster_12860"
"AFUA_2G14960";"cluster_12137"
"AFUA_4G07110";"cluster_12868"
"AFUA_6G10610";"cluster_12715"
"AFUA_3G11060";"cluster_12682"
"AFUA_3G02257";"cluster_12857"
"AFUA_5G08650";"cluster_12857"
"AFUA_1G14230";"cluster_12864"
"AFUA_4G00650";"cluster_8732"
"AFUA_6G07130";"cluster_7213"
"AFUA_3G08130";"cluster_8755"
"AFUA_3G03410";"cluster_12889"
"AFUA_2G05440";"cluster_12892"
"AFUA_7G04060";"cluster_12890"
"AFUA_2G04910";"cluster_12895"
"AFUA_3G06100";"cluster_12758"
"AFUA_1G13430";"cluster_12898"
"AFUA_6G13140";"cluster_12904"
"AFUA_5G09310";"cluster_12906"
"AFUA_5G10800";"cluster_12897"
"AFUA_2G07560";"cluster_12917"
"AFUA_5G14120";"cluster_12764"
"AFUA_4G04300";"cluster_12480"
"AFUA_4G07650";"cluster_12921"
"AFUA_8G07170";"cluster_12909"
"AFUA_2G01610";"cluster_12923"
"AFUA_7G05500";"cluster_12927"
"AFUA_6G06830";"cluster_12888"
"AFUA_1G17700";"cluster_12928"
"AFUA_5G07230";"cluster_12678"
"AFUA_1G14350";"cluster_12934"
"AFUA_4G14120";"cluster_12930"
"AFUA_2G09380";"cluster_12930"
"AFUA_7G06080";"cluster_12786"
"AFUA_8G04260";"cluster_12182"
"AFUA_5G02150";"cluster_10889"
"AFUA_5G10930";"cluster_12300"
"AFUA_2G14530";"cluster_12910"
"AFUA_3G05670";"cluster_12963"
"AFUA_2G09130";"cluster_8280"
"AFUA_2G09140";"cluster_8280"
"AFUA_6G04265";"cluster_12972"
"AFUA_6G06580";"cluster_8212"
"AFUA_6G06590";"cluster_8212"
"AFUA_8G07110";"cluster_12877"
"AFUA_3G14110";"cluster_12983"
"AFUA_2G11090";"cluster_12951"
"AFUA_2G15450";"cluster_12770"
"AFUA_1G06740";"cluster_12988"
"AFUA_2G03740";"cluster_12982"
"AFUA_1G15100";"cluster_12775"
"AFUA_4G08360";"cluster_12993"
"AFUA_5G12410";"cluster_12991"
"AFUA_7G00200";"cluster_9297"
"AFUA_7G02100";"cluster_13017"
"AFUA_6G05300";"cluster_12943"
"AFUA_6G06345";"cluster_13028"
"AFUA_8G05350";"cluster_12819"
"AFUA_6G07600";"cluster_4375"
"AFUA_3G00150";"cluster_13019"
"AFUA_1G16970";"cluster_13040"
"AFUA_6G07530";"cluster_12651"
"AFUA_7G06850";"cluster_12161"
"AFUA_4G12730";"cluster_12161"
"AFUA_3G08190";"cluster_13054"
"AFUA_3G14510";"cluster_12932"
"AFUA_1G01460";"cluster_13055"
"AFUA_5G11090";"cluster_13062"
"AFUA_3G08330";"cluster_12646"
